EmployeeID,Age,Department,JobRole,EducationField,Education,Gender,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,DistanceFromHome,OverTime,Over18,StandardHours,EmployeeCount,AttritionRisk,Attrition,AttritionProbability,BurnoutRisk,BurnoutLabel,TenureBand,HireDate,FeedbackText
EMP01303,61,Engineering,Data Scientist,Computer Science,1,Male,Married,13355,95,1378,16504,12,2,9,11,11,11,7,11,0,4,4,3,1,4,3,Travel_Rarely,4,Yes,Y,80,1,1,Yes,0.542,0.604,High,7-15yr,2012-05-21,Poor communication from leadership constantly.
EMP01304,44,Marketing,Marketing Director,Marketing,3,Female,Married,3537,68,977,13787,20,1,2,22,22,10,4,2,1,4,3,4,3,3,4,Non-Travel,2,No,Y,80,1,0,No,0.14,0.087,Low,15+yr,2001-09-26,Work is interesting but growth paths are unclear.
EMP01305,30,Finance,CFO,Engineering,2,Male,Married,18924,47,559,2968,19,2,6,20,20,9,9,3,5,2,2,4,3,1,3,Travel_Rarely,2,Yes,Y,80,1,1,Yes,0.747,0.73,High,15+yr,2003-03-24,Feeling completely disengaged and undervalued.
EMP01306,55,Product,VP Product,Other,4,Female,Married,19236,99,531,18625,22,0,6,7,7,7,5,7,2,4,1,3,2,1,3,Non-Travel,25,Yes,Y,80,1,1,Yes,0.751,0.928,High,3-7yr,2016-05-08,No clear path for career advancement here.
EMP01307,35,Finance,CFO,Engineering,4,Male,Single,19924,88,727,6234,18,2,0,8,4,4,4,1,3,1,3,1,2,1,3,Travel_Rarely,9,Yes,Y,80,1,1,Yes,0.628,0.813,High,3-7yr,2019-05-16,"Work-life balance is terrible, always on-call."
EMP01308,25,Operations,Supply Chain Analyst,Psychology,3,Male,Single,20198,61,211,10338,13,2,7,23,4,2,2,4,1,4,4,4,2,4,3,Travel_Rarely,19,No,Y,80,1,0,No,0.161,0.251,Low,3-7yr,2019-03-19,Workload is manageable most of the time.
EMP01309,51,Sales,Senior Sales Rep,Business,2,Female,Married,4415,50,1298,9349,11,2,6,30,19,4,4,6,2,3,1,3,4,2,4,Travel_Frequently,15,Yes,Y,80,1,1,Yes,0.735,0.69,High,15+yr,2004-08-05,"Work-life balance is terrible, always on-call."
EMP01310,52,Operations,Operations Analyst,Other,1,Male,Married,14030,69,411,15368,14,2,0,24,20,13,9,14,4,4,2,1,1,2,3,Travel_Frequently,21,No,Y,80,1,1,Yes,0.712,0.624,High,15+yr,2003-07-21,No clear path for career advancement here.
EMP01311,59,Engineering,Staff Engineer,Marketing,5,Female,Divorced,4652,56,840,23545,18,3,7,16,16,11,7,9,1,1,1,3,2,3,3,Travel_Rarely,21,Yes,Y,80,1,1,Yes,0.99,0.794,High,15+yr,2007-07-31,Poor communication from leadership constantly.
EMP01312,32,Product,VP Product,Finance,5,Male,Single,13857,31,482,17201,13,1,1,28,17,12,5,0,5,1,4,2,3,2,4,Travel_Rarely,18,No,Y,80,1,0,No,0.321,0.241,Low,15+yr,2006-09-15,Strong company culture and amazing colleagues.
EMP01313,56,Marketing,Marketing Analyst,Other,3,Female,Divorced,23446,68,1418,18070,20,0,7,2,2,2,2,2,2,1,1,2,1,3,3,Travel_Rarely,16,No,Y,80,1,1,Yes,0.471,0.465,Low,1-3yr,2021-11-12,Poor communication from leadership constantly.
EMP01314,29,Operations,Supply Chain Analyst,Engineering,2,Male,Single,21740,85,979,10734,22,0,2,20,10,10,3,1,3,3,4,1,2,3,3,Non-Travel,2,No,Y,80,1,0,No,0.256,0.323,Low,7-15yr,2013-11-29,The role has some good aspects and some challenges.
EMP01315,24,Sales,VP Sales,Finance,2,Female,Single,6810,42,1253,10883,12,0,9,7,7,0,0,7,3,1,3,1,1,2,3,Travel_Rarely,26,No,Y,80,1,0,No,0.33,0.527,High,3-7yr,2016-12-21,Some processes are inefficient but improving.
EMP01316,35,Finance,CFO,Engineering,4,Male,Divorced,19569,85,1232,3025,17,2,6,13,2,2,2,2,2,3,3,2,1,3,3,Travel_Rarely,12,No,Y,80,1,0,No,0.285,0.324,Low,1-3yr,2021-01-26,"Management is okay, not exceptional."
EMP01317,34,Marketing,Growth Manager,Finance,1,Female,Single,4551,95,876,14197,14,0,5,15,15,10,1,7,4,1,4,4,1,1,3,Travel_Frequently,29,No,Y,80,1,1,Yes,0.497,0.479,Low,7-15yr,2008-06-01,Feeling completely disengaged and undervalued.
EMP01318,53,Operations,Operations Analyst,Marketing,2,Male,Married,16584,85,904,5359,16,3,4,17,17,14,6,2,5,3,3,4,2,1,3,Travel_Rarely,1,Yes,Y,80,1,1,Yes,0.549,0.819,High,15+yr,2006-05-08,Considering leaving due to lack of recognition.
EMP01319,55,Engineering,Senior Engineer,Business,5,Female,Single,3761,57,625,7257,15,1,9,30,17,5,0,4,2,3,2,2,1,1,3,Non-Travel,2,No,Y,80,1,1,Yes,0.568,0.655,High,15+yr,2006-05-28,Poor communication from leadership constantly.
EMP01320,40,Engineering,Engineering Manager,Marketing,1,Male,Married,15511,93,790,24120,12,2,1,10,10,10,9,2,0,3,1,4,1,4,3,Travel_Frequently,14,No,Y,80,1,1,Yes,0.522,0.46,Low,7-15yr,2013-06-10,The workload is unsustainable and unrealistic.
EMP01321,59,Engineering,DevOps Engineer,Psychology,1,Female,Divorced,12471,93,290,26063,20,2,1,19,11,1,1,11,2,4,4,2,1,3,4,Travel_Rarely,27,Yes,Y,80,1,1,Yes,0.479,0.55,High,7-15yr,2012-04-10,The workload is unsustainable and unrealistic.
EMP01322,37,Engineering,Software Engineer,Computer Science,3,Male,Single,15467,85,655,4951,12,3,0,3,3,3,3,3,2,1,4,3,3,3,3,Travel_Frequently,7,No,Y,80,1,0,No,0.233,0.026,Low,1-3yr,2020-05-25,Strong company culture and amazing colleagues.
EMP01323,23,Product,Product Manager,Business,2,Male,Married,9163,70,643,9389,24,0,8,19,17,3,0,12,5,3,4,3,2,1,3,Travel_Rarely,17,Yes,Y,80,1,1,Yes,0.505,0.843,High,15+yr,2006-03-24,Poor communication from leadership constantly.
EMP01324,61,Engineering,Senior Engineer,Marketing,3,Female,Single,19065,70,278,16666,19,2,7,30,19,8,7,11,3,1,2,3,4,4,3,Travel_Rarely,15,No,Y,80,1,1,Yes,0.497,0.179,Low,15+yr,2004-12-25,The workload is unsustainable and unrealistic.
EMP01325,38,Customer Success,CS Manager,Psychology,2,Male,Married,14886,33,1126,16952,21,2,7,19,1,1,1,1,4,4,2,4,3,2,3,Non-Travel,17,Yes,Y,80,1,1,Yes,0.55,0.694,High,<1yr,2022-06-29,Excessive overtime is burning me out completely.
EMP01326,55,Sales,Senior Sales Rep,Computer Science,4,Male,Single,22665,86,302,20939,20,3,0,10,6,4,4,6,2,2,2,3,1,1,3,Non-Travel,9,Yes,Y,80,1,1,Yes,0.832,0.919,High,3-7yr,2017-07-18,"Too much politics, not enough focus on real work."
EMP01327,37,Engineering,Senior Engineer,Psychology,3,Non-binary,Single,20920,59,822,16227,12,3,4,0,0,0,0,0,1,1,4,1,1,4,3,Non-Travel,13,Yes,Y,80,1,1,Yes,0.518,0.564,High,<1yr,2023-03-15,The workload is unsustainable and unrealistic.
EMP01328,59,Operations,Supply Chain Analyst,Engineering,3,Non-binary,Single,9201,75,1189,19534,18,0,5,17,9,2,2,5,3,1,2,1,4,2,3,Non-Travel,2,No,Y,80,1,0,No,0.378,0.371,Low,7-15yr,2014-02-14,Considering leaving due to lack of recognition.
EMP01329,23,Finance,Finance Manager,Engineering,5,Male,Single,22548,85,1470,17624,18,1,1,32,14,0,0,4,3,4,3,3,4,4,3,Travel_Rarely,27,Yes,Y,80,1,0,No,0.409,0.355,Low,7-15yr,2009-09-21,Work is interesting but growth paths are unclear.
EMP01330,23,Marketing,Growth Manager,Finance,3,Female,Divorced,18580,60,433,3735,11,1,9,17,16,5,0,10,2,3,1,1,3,2,3,Travel_Frequently,15,No,Y,80,1,0,No,0.365,0.442,Low,15+yr,2007-07-14,Management doesn't listen to employee concerns.
EMP01331,47,Marketing,Marketing Analyst,Business,2,Female,Married,22154,36,843,26315,11,0,4,30,10,7,6,1,5,1,3,3,1,3,3,Travel_Frequently,20,No,Y,80,1,1,Yes,0.537,0.283,Low,7-15yr,2013-01-20,Management doesn't listen to employee concerns.
EMP01332,34,Finance,Financial Analyst,Engineering,5,Male,Single,10399,83,1458,19422,23,1,5,34,1,0,0,1,1,2,3,3,4,3,3,Travel_Rarely,11,No,Y,80,1,0,No,0.103,0.032,Low,<1yr,2022-11-22,Workload is manageable most of the time.
EMP01333,52,Engineering,Engineering Manager,Other,3,Female,Married,23229,37,989,8369,14,3,8,14,14,10,4,9,2,4,2,2,3,4,4,Non-Travel,19,Yes,Y,80,1,1,Yes,0.459,0.506,High,7-15yr,2009-02-27,"Too much politics, not enough focus on real work."
EMP01334,55,Customer Success,VP Customer Success,Psychology,3,Female,Single,22819,84,586,9127,12,3,9,5,5,0,0,5,1,3,4,3,4,4,3,Travel_Rarely,14,Yes,Y,80,1,0,No,0.268,0.336,Low,3-7yr,2018-02-12,Management genuinely cares about employee growth.
EMP01335,60,Customer Success,Senior CSM,Business,4,Non-binary,Married,24094,98,1046,4912,22,3,0,7,7,7,7,5,3,1,3,1,1,2,3,Travel_Rarely,27,No,Y,80,1,1,Yes,0.451,0.541,High,3-7yr,2016-04-29,Considering leaving due to lack of recognition.
EMP01336,24,Finance,Senior Analyst,Other,3,Male,Divorced,19945,73,237,17464,11,1,9,21,3,3,3,3,1,1,1,4,1,4,4,Non-Travel,4,Yes,Y,80,1,1,Yes,0.718,0.738,High,1-3yr,2020-04-10,Excessive overtime is burning me out completely.
EMP01337,29,Engineering,Engineering Manager,Engineering,1,Female,Married,24101,42,1384,23224,19,1,2,0,0,0,0,0,2,4,2,3,1,4,3,Travel_Frequently,27,No,Y,80,1,1,Yes,0.534,0.449,Low,<1yr,2023-05-25,Considering leaving due to lack of recognition.
EMP01338,44,Finance,Senior Analyst,Finance,5,Male,Divorced,10623,49,1340,14606,23,2,8,12,12,6,0,2,0,3,3,2,1,2,4,Travel_Frequently,11,No,Y,80,1,0,No,0.247,0.503,High,7-15yr,2011-09-14,Work is interesting but growth paths are unclear.
EMP01339,35,Engineering,DevOps Engineer,Marketing,1,Male,Married,13327,61,440,3242,13,2,0,23,16,1,1,12,0,3,2,1,2,2,4,Travel_Rarely,16,Yes,Y,80,1,1,Yes,0.717,0.978,High,15+yr,2007-03-28,Poor communication from leadership constantly.
EMP01340,48,Engineering,DevOps Engineer,Finance,5,Male,Single,10187,89,1249,17636,24,2,0,20,16,2,2,14,1,4,1,2,2,3,3,Travel_Rarely,23,No,Y,80,1,1,Yes,0.531,0.456,Low,15+yr,2007-04-03,"Too much politics, not enough focus on real work."
EMP01341,50,Engineering,Data Scientist,Other,4,Non-binary,Married,5180,79,761,12108,24,1,0,3,3,1,1,3,5,1,2,3,2,1,3,Non-Travel,26,No,Y,80,1,1,Yes,0.558,0.624,High,1-3yr,2020-06-13,Poor communication from leadership constantly.
EMP01342,60,Marketing,Growth Manager,Computer Science,3,Female,Married,4960,56,1005,10098,24,2,6,6,6,5,5,0,2,1,4,3,3,4,3,Travel_Rarely,2,No,Y,80,1,0,No,0.357,0.012,Low,3-7yr,2017-01-27,Great work environment and collaborative team.
EMP01343,60,Product,Product Manager,Engineering,3,Female,Married,23263,54,497,5412,11,3,4,11,11,11,4,4,4,3,3,3,3,2,3,Non-Travel,2,No,Y,80,1,0,No,0.143,0.294,Low,7-15yr,2012-04-17,The role has some good aspects and some challenges.
EMP01344,22,Operations,COO,Other,3,Female,Divorced,8153,81,1004,20883,12,1,5,12,7,7,7,7,0,3,3,3,4,3,4,Non-Travel,9,No,Y,80,1,0,No,0.18,0.08,Low,3-7yr,2016-03-27,The role has some good aspects and some challenges.
EMP01345,38,Operations,Operations Analyst,Computer Science,5,Male,Married,10035,97,353,13632,18,0,7,15,15,7,1,10,3,2,4,1,4,1,4,Travel_Rarely,22,Yes,Y,80,1,1,Yes,0.549,0.502,High,7-15yr,2008-08-14,"Work-life balance is terrible, always on-call."
EMP01346,51,Sales,Sales Manager,Computer Science,3,Male,Divorced,14471,50,931,15231,15,1,1,5,5,5,5,1,2,2,1,4,3,4,3,Travel_Rarely,27,No,Y,80,1,1,Yes,0.471,0.232,Low,3-7yr,2018-05-05,Compensation is below market rate for my skills.
EMP01347,34,Sales,Sales Rep,Psychology,1,Male,Married,22654,47,667,17183,21,2,1,13,0,0,0,0,2,2,1,3,4,3,3,Travel_Rarely,23,No,Y,80,1,1,Yes,0.479,0.209,Low,<1yr,2023-04-07,The workload is unsustainable and unrealistic.
EMP01348,42,Sales,Sales Manager,Business,3,Male,Married,24071,68,248,9160,17,1,2,30,18,0,0,1,0,3,2,2,3,1,3,Travel_Rarely,21,No,Y,80,1,0,No,0.325,0.402,Low,15+yr,2005-12-02,The workload is unsustainable and unrealistic.
EMP01349,40,Customer Success,CSM,Psychology,4,Female,Married,3582,44,245,24494,16,2,2,34,24,10,1,8,4,3,3,1,2,4,3,Travel_Rarely,29,No,Y,80,1,0,No,0.283,0.251,Low,15+yr,1999-03-16,"Management is okay, not exceptional."
EMP01350,40,Engineering,Staff Engineer,Engineering,1,Female,Single,18514,82,979,21929,23,2,2,9,9,8,8,9,3,3,1,1,3,3,3,Travel_Rarely,21,No,Y,80,1,1,Yes,0.496,0.228,Low,7-15yr,2014-11-12,Considering leaving due to lack of recognition.
EMP01351,46,Product,VP Product,Computer Science,3,Male,Divorced,18531,67,281,19597,11,0,3,16,8,8,4,8,4,1,4,1,3,4,4,Travel_Frequently,4,Yes,Y,80,1,1,Yes,0.565,0.32,Low,7-15yr,2015-01-13,Considering leaving due to lack of recognition.
EMP01352,43,HR,HR Director,Other,3,Male,Married,19672,77,1267,13123,16,0,2,29,4,4,4,4,3,4,4,2,4,1,3,Travel_Frequently,8,Yes,Y,80,1,0,No,0.377,0.573,High,3-7yr,2019-08-06,Management genuinely cares about employee growth.
EMP01353,52,Sales,Sales Manager,Marketing,2,Male,Single,10979,81,1154,18802,21,3,1,6,6,6,3,6,0,3,4,4,4,2,3,Travel_Rarely,23,No,Y,80,1,0,No,0.193,0.202,Low,3-7yr,2017-12-21,Learning opportunities are abundant here.
EMP01354,38,Operations,Supply Chain Analyst,Computer Science,5,Male,Single,23243,57,472,6960,17,2,8,17,12,12,0,6,2,1,1,2,3,3,3,Travel_Rarely,26,No,Y,80,1,0,No,0.371,0.23,Low,7-15yr,2011-04-13,"Too much politics, not enough focus on real work."
EMP01355,44,Marketing,Marketing Analyst,Other,1,Female,Married,6060,45,593,2788,14,1,5,18,15,13,4,5,3,3,4,2,1,1,3,Travel_Rarely,18,No,Y,80,1,0,No,0.252,0.452,Low,7-15yr,2008-09-30,Some processes are inefficient but improving.
EMP01356,53,Product,VP Product,Marketing,2,Female,Single,16731,45,989,20255,18,0,2,14,14,12,6,14,2,4,3,2,4,4,3,Non-Travel,15,Yes,Y,80,1,0,No,0.379,0.324,Low,7-15yr,2009-10-11,Some processes are inefficient but improving.
EMP01357,31,Product,Product Manager,Psychology,4,Female,Single,15294,64,794,15350,18,0,8,21,10,8,0,10,1,3,1,3,3,1,3,Non-Travel,2,No,Y,80,1,0,No,0.237,0.377,Low,7-15yr,2013-03-01,Considering leaving due to lack of recognition.
EMP01358,31,Sales,Account Executive,Psychology,5,Male,Married,20567,46,257,20409,17,2,3,29,12,10,1,0,1,1,1,3,4,1,3,Travel_Frequently,22,Yes,Y,80,1,1,Yes,0.787,0.666,High,7-15yr,2011-04-15,The workload is unsustainable and unrealistic.
EMP01359,57,Engineering,Senior Engineer,Business,1,Male,Single,23719,81,764,24648,21,1,3,19,5,5,5,5,0,3,3,2,1,2,3,Travel_Frequently,28,Yes,Y,80,1,1,Yes,0.677,0.798,High,3-7yr,2018-10-24,No clear path for career advancement here.
EMP01360,29,HR,HR Director,Other,3,Male,Married,17274,41,200,4446,12,0,7,31,19,5,5,13,0,3,4,2,4,3,3,Travel_Rarely,11,No,Y,80,1,0,No,0.101,0.028,Low,15+yr,2004-12-20,Excellent work-life balance and flexible policies.
EMP01361,41,Product,Principal PM,Computer Science,1,Female,Single,20830,77,415,25813,16,0,6,24,16,2,2,9,5,3,1,3,3,1,3,Travel_Rarely,17,No,Y,80,1,0,No,0.262,0.449,Low,15+yr,2007-07-01,Excessive overtime is burning me out completely.
EMP01362,53,Engineering,Software Engineer,Finance,3,Female,Single,19348,51,1451,23207,16,1,6,22,4,0,0,1,0,2,3,3,3,2,3,Non-Travel,7,Yes,Y,80,1,0,No,0.384,0.558,High,3-7yr,2019-12-24,Some processes are inefficient but improving.
EMP01363,35,Finance,CFO,Psychology,5,Male,Married,4903,78,965,18183,22,0,9,4,4,4,4,4,1,3,3,4,1,2,3,Travel_Rarely,8,No,Y,80,1,0,No,0.332,0.507,High,3-7yr,2019-07-21,The role has some good aspects and some challenges.
EMP01364,49,Finance,Financial Analyst,Psychology,3,Female,Married,17551,81,870,10752,22,1,6,29,0,0,0,0,3,1,2,2,3,2,3,Travel_Rarely,10,No,Y,80,1,0,No,0.329,0.372,Low,<1yr,2023-11-24,"Work-life balance is terrible, always on-call."
EMP01365,45,Operations,Operations Manager,Business,4,Female,Single,18141,30,710,21035,17,2,9,26,4,4,4,4,4,1,4,1,1,4,3,Travel_Rarely,24,No,Y,80,1,0,No,0.426,0.291,Low,3-7yr,2019-01-23,Some processes are inefficient but improving.
EMP01366,36,Engineering,Engineering Manager,Marketing,3,Female,Single,5377,95,1114,15440,16,0,4,6,4,2,2,2,0,1,4,4,3,2,3,Travel_Frequently,3,No,Y,80,1,0,No,0.21,0.212,Low,3-7yr,2019-05-29,Great work environment and collaborative team.
EMP01367,43,Finance,CFO,Business,4,Non-binary,Married,3847,93,294,14096,12,2,6,4,4,4,4,1,4,3,3,1,3,2,3,Non-Travel,13,Yes,Y,80,1,0,No,0.389,0.576,High,3-7yr,2019-10-01,The role has some good aspects and some challenges.
EMP01368,51,Product,Product Manager,Computer Science,5,Female,Single,17380,37,692,18923,18,1,3,14,14,6,4,5,4,4,1,4,4,2,3,Travel_Rarely,23,No,Y,80,1,0,No,0.295,0.383,Low,7-15yr,2009-07-31,No clear path for career advancement here.
EMP01369,25,Engineering,Engineering Manager,Other,5,Female,Single,20623,54,964,8499,14,2,7,7,7,7,7,7,1,1,2,2,4,2,3,Travel_Rarely,17,No,Y,80,1,1,Yes,0.497,0.425,Low,3-7yr,2016-01-06,"Too much politics, not enough focus on real work."
EMP01370,34,Engineering,Staff Engineer,Engineering,1,Male,Single,24984,95,1221,23139,19,2,8,8,5,5,1,5,5,2,2,1,1,3,3,Travel_Frequently,13,No,Y,80,1,1,Yes,0.535,0.437,Low,3-7yr,2018-11-30,"Work-life balance is terrible, always on-call."
EMP01371,44,Customer Success,CS Manager,Engineering,4,Male,Married,12524,99,349,16767,18,2,2,10,1,1,1,1,3,4,1,3,4,3,3,Travel_Frequently,27,No,Y,80,1,0,No,0.392,0.249,Low,<1yr,2022-03-19,"Too much politics, not enough focus on real work."
EMP01372,29,Engineering,Senior Engineer,Other,4,Male,Married,18231,80,1246,24343,24,3,6,21,12,2,1,10,1,1,2,4,2,2,3,Travel_Rarely,19,No,Y,80,1,1,Yes,0.5,0.617,High,7-15yr,2011-12-24,Feeling completely disengaged and undervalued.
EMP01373,39,Product,Principal PM,Marketing,2,Male,Married,14698,82,955,21673,13,1,9,33,9,5,5,1,0,3,1,1,1,1,3,Travel_Frequently,29,No,Y,80,1,1,Yes,0.703,0.6,High,7-15yr,2014-05-16,Compensation is below market rate for my skills.
EMP01374,33,Marketing,Content Strategist,Psychology,2,Female,Married,13571,44,1438,23930,13,1,8,34,20,11,11,5,1,2,2,4,2,4,3,Travel_Rarely,22,No,Y,80,1,1,Yes,0.611,0.459,Low,15+yr,2003-10-12,The workload is unsustainable and unrealistic.
EMP01375,52,Engineering,Software Engineer,Marketing,2,Female,Married,24175,79,598,13337,18,1,0,12,12,2,2,11,1,1,1,2,1,1,4,Non-Travel,9,No,Y,80,1,1,Yes,0.574,0.695,High,7-15yr,2011-10-04,Feeling completely disengaged and undervalued.
EMP01376,35,Product,Product Manager,Psychology,3,Male,Married,15314,67,609,17819,12,1,1,10,10,10,0,4,1,2,3,1,2,1,3,Travel_Rarely,21,No,Y,80,1,0,No,0.325,0.515,High,7-15yr,2013-09-19,Compensation is competitive but benefits could improve.
EMP01377,55,Sales,VP Sales,Psychology,2,Female,Married,14429,69,330,17784,19,1,6,31,20,14,8,6,0,4,3,1,4,2,3,Non-Travel,29,No,Y,80,1,0,No,0.163,0.209,Low,15+yr,2003-06-28,Some processes are inefficient but improving.
EMP01378,39,Marketing,Content Strategist,Engineering,4,Male,Single,5365,95,1054,21142,14,0,1,14,1,1,1,1,0,1,2,1,4,1,3,Travel_Rarely,16,No,Y,80,1,0,No,0.33,0.404,Low,<1yr,2022-12-23,Management doesn't listen to employee concerns.
EMP01379,55,Sales,Account Executive,Marketing,3,Male,Married,13604,68,347,7311,16,0,6,0,0,0,0,0,1,3,2,4,3,3,3,Travel_Frequently,5,No,Y,80,1,0,No,0.285,0.241,Low,<1yr,2023-08-30,Feeling completely disengaged and undervalued.
EMP01380,32,HR,Recruiter,Business,5,Male,Married,14366,46,580,13452,13,0,0,23,23,8,8,12,1,2,3,3,2,3,3,Travel_Rarely,9,No,Y,80,1,0,No,0.428,0.251,Low,15+yr,2000-04-07,Work is interesting but growth paths are unclear.
EMP01381,33,Engineering,Data Scientist,Psychology,1,Male,Married,8055,36,1332,22491,13,2,2,21,21,12,11,1,4,1,4,3,3,4,3,Travel_Rarely,28,Yes,Y,80,1,1,Yes,0.648,0.317,Low,15+yr,2002-04-03,Feeling completely disengaged and undervalued.
EMP01382,36,Sales,Senior Sales Rep,Finance,2,Male,Married,8622,68,751,16574,13,2,4,2,2,0,0,2,3,4,1,3,1,3,3,Travel_Rarely,9,No,Y,80,1,0,No,0.355,0.481,Low,1-3yr,2021-08-27,"Too much politics, not enough focus on real work."
EMP01383,52,Customer Success,Senior CSM,Finance,5,Female,Single,19756,97,1344,20279,21,1,5,13,13,12,11,2,4,4,4,2,2,3,3,Non-Travel,6,No,Y,80,1,0,No,0.319,0.339,Low,7-15yr,2010-01-29,The role has some good aspects and some challenges.
EMP01384,50,Engineering,Software Engineer,Business,4,Male,Married,10783,64,494,17952,23,3,8,1,1,1,1,1,5,1,2,1,3,2,3,Travel_Rarely,21,Yes,Y,80,1,1,Yes,0.658,0.721,High,<1yr,2022-07-01,"Work-life balance is terrible, always on-call."
EMP01385,47,Finance,Senior Analyst,Finance,1,Non-binary,Married,4949,80,1343,4500,20,1,8,31,15,4,3,9,3,4,3,3,1,3,4,Non-Travel,10,No,Y,80,1,0,No,0.281,0.349,Low,7-15yr,2008-01-08,The role has some good aspects and some challenges.
EMP01386,39,Sales,Account Executive,Computer Science,5,Male,Divorced,19628,76,655,16718,22,0,2,32,24,14,0,7,5,2,2,3,2,1,3,Travel_Rarely,18,No,Y,80,1,1,Yes,0.5,0.609,High,15+yr,1999-01-18,Management doesn't listen to employee concerns.
EMP01387,53,Operations,Operations Manager,Psychology,1,Male,Single,13032,65,368,4829,24,1,7,5,5,3,2,5,3,2,4,1,3,1,4,Travel_Rarely,11,Yes,Y,80,1,1,Yes,0.484,0.555,High,3-7yr,2018-11-05,Excessive overtime is burning me out completely.
EMP01388,43,Engineering,Senior Engineer,Business,2,Male,Married,14619,93,909,2047,24,2,3,24,4,0,0,4,1,2,3,2,2,3,3,Travel_Rarely,24,No,Y,80,1,0,No,0.303,0.318,Low,3-7yr,2019-07-05,Compensation is competitive but benefits could improve.
EMP01389,59,Customer Success,Senior CSM,Marketing,4,Female,Married,19508,42,1366,4364,24,1,6,33,13,8,7,4,4,2,3,4,2,4,3,Non-Travel,28,No,Y,80,1,1,Yes,0.516,0.32,Low,7-15yr,2010-10-23,Management doesn't listen to employee concerns.
EMP01390,38,Sales,Sales Rep,Psychology,1,Male,Divorced,15824,47,236,24050,22,0,5,10,10,10,10,10,3,4,3,4,3,4,3,Travel_Rarely,24,No,Y,80,1,0,No,0.188,0.079,Low,7-15yr,2014-01-02,Work is interesting but growth paths are unclear.
EMP01391,44,Engineering,Senior Engineer,Business,5,Female,Married,13945,50,1484,14864,12,1,7,6,6,6,1,4,5,1,1,4,4,4,3,Travel_Rarely,15,Yes,Y,80,1,1,Yes,0.607,0.542,High,3-7yr,2017-05-05,No clear path for career advancement here.
EMP01392,45,Engineering,Data Scientist,Engineering,2,Female,Married,4919,94,430,24842,18,2,5,21,3,3,1,3,3,4,2,1,4,3,3,Non-Travel,7,Yes,Y,80,1,1,Yes,0.593,0.486,Low,1-3yr,2020-05-19,Compensation is below market rate for my skills.
EMP01393,29,Engineering,Engineering Manager,Marketing,2,Female,Married,12827,37,453,10177,19,3,3,9,9,4,4,6,0,4,4,2,3,4,3,Travel_Rarely,14,Yes,Y,80,1,0,No,0.296,0.304,Low,7-15yr,2014-11-17,Leadership is transparent and communicates well.
EMP01394,27,Marketing,Marketing Director,Engineering,5,Female,Married,12617,77,528,15347,18,0,1,20,15,13,4,0,3,1,1,1,1,3,3,Travel_Rarely,8,Yes,Y,80,1,1,Yes,0.714,0.736,High,7-15yr,2008-12-30,No clear path for career advancement here.
EMP01395,26,Sales,VP Sales,Psychology,5,Male,Divorced,12732,72,1179,26014,20,1,6,5,5,5,4,5,1,1,4,4,3,1,3,Travel_Rarely,19,Yes,Y,80,1,0,No,0.367,0.567,High,3-7yr,2018-11-21,Leadership is transparent and communicates well.
EMP01396,50,Operations,COO,Marketing,1,Male,Single,3530,82,209,9931,13,2,3,0,0,0,0,0,2,3,1,3,3,4,3,Travel_Frequently,15,No,Y,80,1,0,No,0.395,0.171,Low,<1yr,2023-08-10,No clear path for career advancement here.
EMP01397,49,Sales,VP Sales,Finance,3,Male,Single,10849,56,645,25442,17,0,8,33,8,8,5,8,0,2,3,3,2,4,3,Travel_Rarely,19,No,Y,80,1,1,Yes,0.473,0.331,Low,7-15yr,2015-08-30,"Too much politics, not enough focus on real work."
EMP01398,32,Engineering,Data Scientist,Business,2,Female,Divorced,9929,48,1121,21186,21,0,8,13,2,2,2,2,2,1,1,3,4,4,3,Travel_Rarely,18,No,Y,80,1,0,No,0.32,0.172,Low,1-3yr,2021-02-01,The workload is unsustainable and unrealistic.
EMP01399,22,HR,Recruiter,Psychology,1,Male,Married,7349,52,1035,14841,20,2,6,26,22,13,5,7,1,4,2,4,4,1,3,Non-Travel,17,Yes,Y,80,1,1,Yes,0.661,0.651,High,15+yr,2001-05-06,Poor communication from leadership constantly.
EMP01400,40,Finance,Finance Manager,Computer Science,5,Male,Married,17456,79,1453,13844,12,1,4,8,8,8,6,6,2,2,2,2,4,3,3,Travel_Frequently,3,No,Y,80,1,1,Yes,0.513,0.201,Low,7-15yr,2015-09-05,Feeling completely disengaged and undervalued.
EMP01401,30,Engineering,Senior Engineer,Marketing,1,Non-binary,Married,14295,80,277,10594,14,1,2,5,5,5,3,5,3,2,4,4,4,1,3,Non-Travel,3,Yes,Y,80,1,1,Yes,0.483,0.573,High,3-7yr,2018-05-16,Compensation is below market rate for my skills.
EMP01402,48,Engineering,Engineering Manager,Marketing,5,Male,Single,24140,72,392,15418,22,1,2,30,3,3,1,1,2,4,3,1,3,1,4,Non-Travel,7,No,Y,80,1,0,No,0.064,0.235,Low,1-3yr,2020-06-27,Some processes are inefficient but improving.
